Timestamp,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2
2/12/2021,204.4844211,279.6728421,758.5101179,7.389101053,7.037336842,7.000203179,27.47178947,95.93684211,25.88832,1,8.1,27.47048063,15.5,87.24157642,1.1,95.96574611,1.059303179,279.696,6.999928379,-299.9044211,450.4197895,8.34,8.65,0.41
2/15/2021,200.6873418,273.8607595,768.5673418,7.076223629,7.02071327,7.049826456,27.36518987,95.75084388,25.69759768,1.005485232,8.65,27.36280485,15.5,87.04156814,1.1,95.78681582,1.056870865,273.8666667,7.050066793,-326.0523207,449.7120253,8.865,8.7,0.4
2/16/2021,197.3230184,306.8677003,832.7633236,7.517052666,6.945560764,8.687195517,26.79675283,95.56157969,25.52558419,1.00154386,8.7,26.79187058,15.5,86.85472571,1.1,95.54300167,1.045906142,306.8618108,8.687081732,-386.0483393,445.3726918,8.93,8.62,0.41
2/17/2021,204.9042194,338.171519,852.7147806,7.264156118,6.953002131,12.75632614,27.6035865,96.29156118,25.89887996,1,8.62,27.59899367,15.5,87.26235443,1.1,96.22837932,1.046911772,338.1808017,12.7306485,-417.5481013,459.814346,8.81,8.94,0.42
2/18/2021,207.108,313.0532632,889.1961663,7.048153684,7.004933811,10.63681137,27.52589474,96.16126316,26.01202968,1,8.94,27.53569895,15.5,87.37904547,1.1,96.17995326,1.054553663,313.1231579,10.6364068,-221.3901053,456.1505263,9.285,8.8,0.53
2/19/2021,217.3402954,322.4654008,890.5251772,7.428620253,7.006669072,12.31581259,28.12025316,96.69767932,26.52269008,1,8.8,28.11101435,15.5,87.93165633,1.1,96.72417637,1.05482038,322.457384,12.3163569,-280.1042194,445.457173,9.115,9.24,0.5
2/23/2021,218.7755274,324.7227848,955.0750084,7.412704641,7.033602616,12.75324939,28.25548523,96.82046414,26.59170781,1,9.24,28.22629789,15.5,88.00537426,1.1,96.80590781,1.058694219,324.6765823,12.75386397,-403.9654008,408.4158228,9.62,4.3,0.56
2/24/2021,407.1746904,184.8235262,679.3285831,7.489840825,6.868683984,9.408169253,38.02969087,108.238001,36.14351456,1,5.36,38.03187551,15.5,98.14386058,1.1,108.3801029,1.034384463,184.8160182,9.409025011,-243.7888935,664.6425127,5.43,3.74,0.36
2/25/2021,449.0780591,166.9776371,780.0840105,7.485578059,6.805108544,5.597980253,42.23628692,110.2772152,38.26908502,1.076793249,4.3,42.25647342,15.5,100.3982017,1.1,110.4373565,1.024303207,166.9620253,5.59741538,-294.4883966,717.3862869,4.55,3.02,0.44
2/26/2021,537.6061181,199.642616,476.5407764,7.441090717,6.789179979,5.774314325,47.90548523,115.6542194,42.75592637,1.1,3.74,48.16708608,15.5,105.1612295,1.1,115.6773291,1.023173671,199.6639241,5.774626772,44.62658228,818.206962,3.845,4.01,0.3
3/1/2021,402.3846316,210.9204211,629.1768526,7.413865263,6.861330358,6.1585208,40.95178947,107.5650526,35.89919137,1.1,3.02,40.92082758,15.5,97.88305305,1.1,107.6702469,1.033782884,211.0730526,6.158798989,-7.432,823.9762105,3.085,5.66,0.38
3/1/2021,294.6709474,212.3286316,509.2752484,7.493021053,6.850865537,6.807669263,34.71389474,101.4221053,30.43958126,1.1,4.01,34.70576211,15.5,92.09090926,1.1,101.3773621,1.031871937,212.3109474,6.807762905,0.250526316,733.3290526,4.12,5.66,0.41
3/2/2021,246.9566241,240.5058563,492.6455842,7.242309647,6.657940675,10.64255236,31.68471446,98.79981632,28.02016103,1.1,5.66,31.68149917,15.5,89.52301421,1.1,98.77864932,1.0139941,240.5309252,10.6090391,-270.843205,707.2088656,5.78,7.25,0.31
3/3/2021,246.9566241,240.5058563,492.6455842,7.242309647,6.657940675,10.64255236,31.68471446,98.79981632,28.02016103,1.1,5.66,31.68149917,15.5,89.52301421,1.1,98.77864932,1.0139941,240.5309252,10.6090391,-270.843205,707.2088656,5.78,9.25,0.29
3/4/2021,245.2040084,295.7945148,769.0254198,7.248031646,6.887356835,13.47142344,32.62362869,98.78417722,27.93446139,1.1,7.25,32.61090063,15.5,89.43118882,1.1,98.72357827,1.038602004,295.8373418,13.4715834,-438.6799578,704.5970464,7.62,7.33,0.45
3/5/2021,233.9313684,304.2511579,965.8547832,7.54208,6.956372232,14.48615562,32.91642105,98.59705263,27.36908674,1.1,9.25,32.89921242,15.5,88.82393495,1.1,98.57687326,1.047186316,304.2303158,14.48733276,-417.8368421,635.7107368,9.595,8.35,0.52
3/8/2021,230.1584388,333.1196203,1262.478186,7.458390295,6.88121481,15.49494768,31.86181435,98.14620253,27.17280127,1.1,7.33,31.86783755,15.5,88.61664135,1.1,98.08056414,1.03708154,333.0405063,15.49363186,-402.8455696,522.9259494,7.695,9.12,0.55
3/9/2021,224.3867368,318.5345263,940.8700484,7.558277895,6.761388021,14.38067472,30.82863158,97.27452632,26.88654337,1.1,8.35,30.8123,15.5,88.31086042,1.1,97.27897284,1.020775305,318.5298947,14.38055303,-396.844,552.1454737,8.745,10,0.55
